movieId,title,genres,diretor,atores,poster,backdrop
608,Fargo (1996),Comedy|Crime|Drama|Thriller,Joel Coen; Ethan Coen,"Frances McDormand, William H. Macy, Steve Buscemi, Peter Stormare, Harve Presnell",/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg,/747dgDfL5d8esobk7h4odaOFhUq.jpg
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,David R. Ellis,"Michael J. Fox, Sally Field, Ralph Waite, Robert Hays, Kim Greist",/kfYawa9SF9MQ3ae0TXAfhDLFGv7.jpg,/sMukEdOweNU9UveS1FPTnzVpB9p.jpg
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,Gerald Potterton; John Bruno; John Halas; Julian Harris; Jimmy T. Murakami; Barrie Nelson; Paul Sabella; Jack Stokes; Pino Van Lamsweerde; Harold Whitaker,"Rodger Bumpass, John Candy, Jackie Burroughs, Joe Flaherty, Don Francks",/atUtWrDlLzT1yeVK2EoYtvbS963.jpg,/obApq0Prmf740t0b3QoxoSxjYW1.jpg
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Alan Smithee; Kevin Yagher,"Bruce Ramsay, Valentina Vargas, Doug Bradley, Charlotte Chatton, Adam Scott",/tCQsVackQil2fl5TzOYrCAI6All.jpg,/8HFwBR7roggdQoFNbcVzR7tMfOY.jpg
612,"Pallbearer, The (1996)",Comedy,Matt Reeves,"David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette, Carol Kane",/zwHI9B3kcj3WqZoE2LaLDi6ZeAO.jpg,/srCUjSUPXaMad9X3Zz3XlMBlS6A.jpg
613,Jane Eyre (1996),Drama|Romance,Franco Zeffirelli,"William Hurt, Charlotte Gainsbourg, Joan Plowright, Anna Paquin, Geraldine Chaplin",/2vyt97wy8dEJYILoDoiPwTzLnzK.jpg,/s4WgUHG8RieewPBL44i8hYrBy2m.jpg
615,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama,Franco Brusati,"Nino Manfredi, Johnny Dorelli, Anna Karina, Paolo Turco, Ugo D'Alessio",/24D3e6xBPEvqlFoq4tSMVqVQ3TO.jpg,/92xv8veoWBp1QjAY31E9Z7ImFEo.jpg
616,"Aristocats, The (1970)",Animation|Children,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell",/aOWs5XMJEABN6SKCTJBCoeD1kCA.jpg,/rnMwOM8gMqo6Gf6XXMpaJEayUwk.jpg
617,"Flower of My Secret, The (La flor de mi secreto) (1995)",Comedy|Drama,Pedro Almodóvar,"Marisa Paredes, Juan Echanove, Carme Elias, Rossy de Palma, Chus Lampreave",/t4ctWrXgjE1U8l0BKmebEfcLT5Z.jpg,/kbY2KsmwyFiRYtO0f9Xwd3cV9tZ.jpg
618,Two Much (1995),Comedy|Romance,Fernando Trueba,"Antonio Banderas, Melanie Griffith, Daryl Hannah, Danny Aiello, Joan Cusack",/65WB70Jhi3G2c5C41PyL5pl9L9p.jpg,/sUv3nQ9Z2I2drYOnIlFWpYnJR0E.jpg
619,Ed (1996),Comedy,Bill Couturié,"Matt LeBlanc, Jayne Brook, Bill Cobbs, Jack Warden, Jay Caputo",/oSNX3zyTpRMN0ExtOobt7eaJfPD.jpg,/2z5DyXsGhJhngSuE8IwQ4zEhhEM.jpg
626,"Thin Line Between Love and Hate, A (1996)",Comedy,Martin Lawrence,"Lynn Whitfield, Martin Lawrence, Regina King, Della Reese, Bobby Brown",/wo9AGi5LlFXZUj8MDPq3eKCUMpd.jpg,/1Y7ZE94BTwXhYDDzzS7MY8sXBr1.jpg
627,"Last Supper, The (1995)",Drama|Thriller,Stacy Title,"Cameron Diaz, Ron Eldard, Annabeth Gish, Jonathan Penner, Courtney B. Vance",/oIgPiiM0qD1mCo1SYG3Sd0vmKTa.jpg,/3yLMuH0Xp5gp7Wls3LfcVn6lVU9.jpg
628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,Gregory Hoblit,"Richard Gere, Laura Linney, Edward Norton, John Mahoney, Alfre Woodard",/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,/dZM71rHXh3Oo3WZlw8YpMMsoVB5.jpg
631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,Larry Leker; Paul Sabella,"Charlie Sheen, Dom DeLuise, Adam Wylie, Sheena Easton, Ernest Borgnine",/kNmIJILOW9qF2F1Z0qOXkadaS50.jpg,/3DuDEqDDHG7OhbDpVEIMCTLHSic.jpg
632,Land and Freedom (Tierra y libertad) (1995),Drama|War,Ken Loach,"Ian Hart, Rosana Pastor, Frédéric Pierrot, Icíar Bollaín, Tom Gilroy",/u5QRqW0vFYMHFzeQJ4oFgJtu5Xp.jpg,/nKGVLehRRJt2UK2Hn9JvNAzd4C6.jpg
633,Denise Calls Up (1995),Comedy,Hal Salwen,"Tim Daly, Caroleen Feeney, Dan Gunther, Dana Wheeler-Nicholson, Liev Schreiber",/ab8iYcRfEAFwzcrkYP8tJBISX1E.jpg,/r8WcJH9jVkzdYVA94UWzxHQp7JM.jpg
634,Theodore Rex (1995),Comedy,Jonathan R. Betuel,"Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau, Bud Cort, Stephen McHattie",/fUUbOE91SK4GCpiyftEY5USjCh1.jpg,/71BTsB16aNZrbidjrV6eLwWGdh2.jpg
635,"Family Thing, A (1996)",Comedy|Drama,Richard Pearce,"Robert Duvall, James Earl Jones, Michael Beach, Irma P. Hall, Grace Zabriskie",/1IHxwmguaeytGo6m0wZaS0s3fP.jpg,/ypjHHnZuPn7A1Euqi1onU32Ejgs.jpg
636,Frisk (1995),Drama,Todd Verow,"Michael Gunther, Craig Chester, Michael Stock, Raoul O'Connell, Jaie Laplante",/2BsmfL2wr4sAjrsBFePewmslnXO.jpg,/3cTGzSMt0bTifoCBRWV3yG3IQ3m.jpg
637,Sgt. Bilko (1996),Comedy,Jonathan Lynn,"Steve Martin, Dan Aykroyd, Phil Hartman, Glenne Headly, Daryl Mitchell",/q4zmVdQq35ZBj8uyxsU2RCPOQxo.jpg,/kv6tpMykekRKAiktXJKffAIpdH8.jpg
638,Jack and Sarah (1995),Romance,Tim Sullivan,"Richard E. Grant, Samantha Mathis, Judi Dench, Eileen Atkins, Cherie Lunghi",/yWMj1KMfnixB35qa2IZKniHF4sn.jpg,/2LDY0auGo25vERpruG5PV9I1OMJ.jpg
639,Girl 6 (1996),Comedy|Drama,Spike Lee,"Theresa Randle, Isaiah Washington, Spike Lee, Jenifer Lewis, Debi Mazar",/1SSYCOTrHucd9aBCyTfbLWcJ2zD.jpg,/wZIFAgcy7Hihvo8d0svFKCDlBQR.jpg
640,Diabolique (1996),Drama|Thriller,Jeremiah S. Chechik,"Sharon Stone, Isabelle Adjani, Chazz Palminteri, Kathy Bates, Spalding Gray",/zSW4A35r7Vpz0ainYJGb2QVwCh0.jpg,/5QJyi6fG7YxxLao5HIdrOvwRHaj.jpg
645,Nelly & Monsieur Arnaud (1995),Drama,Claude Sautet,"Emmanuelle Béart, Michel Serrault, Claire Nadeau, Françoise Brion, Michael Lonsdale",/87kKTPi9r7YIVrlo9Z42NwTXBVi.jpg,/evGlZtheDf2sDZZA5Vg8RzgES02.jpg
647,Courage Under Fire (1996),Action|Crime|Drama|War,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty, Matt Damon",/vDJurMJkrx049AiXa3DJx5Zx7a4.jpg,/sWaKmnieGBGSrstaPLopH4m1A3K.jpg
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart, Henry Czerny, Jean Reno",/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg,/sra8XnL96OyLHENcglmZJg6HA8z.jpg
649,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,Fridrik Thor Fridriksson,"Masatoshi Nagase, Lili Taylor, Fisher Stevens, Gísli Halldórsson, Seijun Suzuki",/hFqI4uEViGZWPzebAm0gFs63Ewp.jpg,/qGJxeY9lL7LEHXb85o5xABXJ4Hu.jpg
650,Moll Flanders (1996),Drama,Pen Densham,"Robin Wright, Morgan Freeman, Stockard Channing, John Lynch, Brenda Fricker",/lHVpzsvjLU7qSCB8UWFqIAavSRu.jpg,/m6Si2vwNCorETZape82t6iuxTj3.jpg
653,Dragonheart (1996),Action|Adventure|Fantasy,Rob Cohen,"Dennis Quaid, Sean Connery, David Thewlis, Dina Meyer, Pete Postlethwaite",/1J2FvxEoEKMFT9TjUdfhm0MJhZD.jpg,/xbqluNfftDJtxDsqcpx9kKme4LF.jpg
656,Eddie (1996),Comedy,Steve Rash,"Whoopi Goldberg, Frank Langella, Dennis Farina, Richard Jenkins, Lisa Ann Walter",/qIJ4PU6WifgRs8RpiN3LkNYjzlS.jpg,/hpP2NfkfXN9K6WGOWKt8zRq87Xx.jpg
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,Henry Selick,"Paul Terry, Miriam Margolyes, Joanna Lumley, Pete Postlethwaite, Simon Callow",/vNEGobe23vW43mSPYVaVaBLP6qV.jpg,/6kTLm7zfwKAgAcGnaVU0uT4QYug.jpg
662,Fear (1996),Thriller,James Foley,"Mark Wahlberg, Reese Witherspoon, William L. Petersen, Alyssa Milano, Amy Brenneman",/ut8snuINzOibbKnvpTnsGWQr4Nl.jpg,/vqycIvfLRFtdiCAvOmGX9iP7mAE.jpg
663,Kids in the Hall: Brain Candy (1996),Comedy,Kelly Makin,"Dave Foley, Bruce McCulloch, Kevin McDonald, Mark McKinney, Scott Thompson",/j7LYkIa2KC98ZqZmFIjEmtvlv87.jpg,/bkVq7isKuvikraOzNVjWa3q1tDK.jpg
665,Underground (1995),Comedy|Drama|War,Emir Kusturica,"Predrag 'Miki' Manojlović, Lazar Ristovski, Mirjana Joković, Slavko Štimac, Ernst Stötzner",/h8N6y13t4VusrDdH5PzTkwvBvgN.jpg,/2nerKhF40OzjnGGOyzHcsAw8T53.jpg
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,Alan Mehrez,"Daniel Bernhardt, Pat Morita, Donald Gibb, James Hong, Lori Lynn Dickerson",/4yHbsdHLHapmWaOcOcRShqWbr4s.jpg,/fOVWjkc3sdHNQe6ymgCEheXVpct.jpg
668,Song of the Little Road (Pather Panchali) (1955),Drama,Satyajit Ray,"Kanu Bannerjee, Karuna Banerjee, Chunibala Devi, Uma Das Gupta, Subir Banerjee",/frZj5djlU9hFEjMcL21RJZVuG5O.jpg,/wadoNHCMPElgYuOqLxqDQqXpTMx.jpg
670,"World of Apu, The (Apur Sansar) (1959)",Drama,Satyajit Ray,"Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee, Sefalika Devi",/6Tz1Q69o2n3Zwb0ZffzPL0nFt2T.jpg,/d3RW7jRsBCHfC9QZaUF9FpzJrh8.jpg
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Jim Mallon,"Michael J. Nelson, Trace Beaulieu, Kevin Murphy, Jim Mallon, John Brady",/tlakU3uwNiUgd7aOlb2RoAsGTnY.jpg,/hXD4z5xykt9G7SLXstUB96RFflh.jpg
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Joe Pytka,"Michael Jordan, Wayne Knight, Theresa Randle, Manner Washington, Eric Gordon",/4RN5El3Pj2W4gpwgiAGLVfSJv2g.jpg,/lWybXICZZpxnSvWSOW53XxTERUg.jpg
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg, Marcel Marceau, Claude Dauphin",/facTz5BZz4AkJal1FWgjYciekih.jpg,/gY8essk1UcNZMK3VRkPpdaUQLDQ.jpg
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,George Hickenlooper,"Billy Bob Thornton, Molly Ringwald, J.T. Walsh, Jefferson Mays, Suzanne Cryer",/fRK5Mro9hBpwIlm0d0K6dC0vC0n.jpg,/5aO3IUqLVn6ENBVIXfY3CjDvJNu.jpg
679,"Run of the Country, The (1995)",Drama,Peter Yates,"Albert Finney, Matt Keeslar, Victoria Smurfit, Anthony Brophy, David Kelly",/ArlhiYSVjDeJKSl1qfCNdQH3DMW.jpg,/l3Fc3RfZLQZZAq1z7oU58B8Rkb6.jpg
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,Jean-Luc Godard,"Eddie Constantine, Anna Karina, Akim Tamiroff, Valérie Boisgel, Jean-Louis Comolli",/fFJP3D5fJDFxN7ChqSye1DZ0fTL.jpg,/iOUhnp01rP9Xr5QG66LMAKSDkYv.jpg
685,It's My Party (1996),Drama,Randal Kleiser,"Eric Roberts, Gregory Harrison, Lee Grant, Bruce Davison, Olivia Newton-John",/ltrjg99gc3bA3P5E6WaIbGMxWHS.jpg,/81Rf7XnNEP4ttNbAl2zQRWOt9eY.jpg
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary, Doug E. Doug, Corin Nemec",/qIJlpbMCKg9O1C7gaiyDFaUWf9b.jpg,/zPpB979cGcFKNIzW5ohiG6WEf7s.jpg
691,Mrs. Winterbourne (1996),Comedy|Romance,Richard Benjamin,"Shirley MacLaine, Ricki Lake, Brendan Fraser, Miguel Sandoval, Loren Dean",/ppHqVo9uAFZYMvRm9x0XUtnyQPR.jpg,/2peKSpj2WqR5QxHqS1xzrwkRfNd.jpg
692,Solo (1996),Action|Sci-Fi|Thriller,Norberto Barba,"Mario Van Peebles, Barry Corbin, William Sadler, Jaime Osorio Gómez, Demián Bichir",/9qqdpyYVnU5zY5KsTKCIp5gpZoV.jpg,/vuYYs28DH51wM9UAdJNcnvy14LS.jpg
694,"Substitute, The (1996)",Action|Crime|Drama,Robert Mandel,"Tom Berenger, Raymond Cruz, Marc Anthony, William Forsythe, Luis Guzmán",/7vfzvhPMNauUXrVxVOPEfpOsful.jpg,/uFdLjtlgCbEtkQfBiZQPLfVryr5.jpg
695,True Crime (1996),Mystery|Thriller,Pat Verducci,"Alicia Silverstone, Kevin Dillon, Bill Nunn, Michael Bowen, Ann Devaney",/nPYe83tWVSwVFRyWa6f5aaE7bbu.jpg,/bWQ73Pn7WhkT4Ba7xaeG3tcXLlt.jpg
697,Feeling Minnesota (1996),Drama|Romance,Steven Baigelman,"Keanu Reeves, Cameron Diaz, Vincent D'Onofrio, Delroy Lindo, Dan Aykroyd",/fCJ5eUZw6mGS53spQxGUu7rzFm1.jpg,/pWQccERGRrNRJTEK9cOLV8M4Efx.jpg
698,Delta of Venus (1995),Drama,Zalman King,"Audie England, Costas Mandylor, Bernard Zette, Eric da Silva, Rory Campbell",/j43W5XkXR7u7uVAvfniEXiQ3Bpv.jpg,/opCNBkNTkGKBVjxRxd06UqnZKGZ.jpg
700,Angus (1995),Comedy,Patrick Read Johnson,"Charlie Talbert, Kathy Bates, Chris Owen, James Van Der Beek, Robert Curtis Brown",/x1Py4TB8Y0Wx9IZ62derpSDqwjd.jpg,/qGW0LutVJfqEkBGooJj3w9ngLV8.jpg
703,Boys (1996),Drama,Stacy Cochran,"Winona Ryder, Lukas Haas, John C. Reilly, James Le Gros, Skeet Ulrich",/kxpLUlvqptToQbLZJbQ7YO4MUAe.jpg,/r6vCcqYU9ijZqFxBSaBTWzHYk8i.jpg
704,"Quest, The (1996)",Action|Adventure,Jean-Claude Van Damme,"Jean-Claude Van Damme, Roger Moore, James Remar, Jack McGee, Louis Mandylor",/xMDo0ewl6XMZei44UNGMfho6eBq.jpg,/vY89P28kXOJCJDfbgjibKqFCydL.jpg
706,Sunset Park (1996),Drama,Steve Gomer,"Rhea Perlman, Fredro Starr, Carol Kane, Terrence Howard, Camille Saviola",/rkt8cYfOV6vcqlDbut7jak9qaPh.jpg,/lL3QBgmDoZ6yYd1J1bWuoFCr2KD.jpg
707,Mulholland Falls (1996),Crime|Drama|Thriller,Lee Tamahori,"Nick Nolte, Melanie Griffith, Chazz Palminteri, Michael Madsen, Chris Penn",/tT5rYDXloX5ZxISr8HdlRC9TBcP.jpg,/3RbfSjGLDKHSvoUEVxPZHODJMXS.jpg
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,Michael Lehmann,"Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx, James McCaffrey",/4T2edRWgD8QlW62Ja6w5uSFteRH.jpg,/2ZWD2t48CbjxcxzaZ8tqqDiY85f.jpg
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,George Scribner,"Joey Lawrence, Billy Joel, Cheech Marin, Richard Mulligan, Roscoe Lee Browne",/dgaSqUHjm4CLOdiiJJJstVdreEe.jpg,/k18aKqDPrbTsijtN9jRpnTHxQks.jpg
710,Celtic Pride (1996),Comedy,Tom DeCerchio,"Damon Wayans, Daniel Stern, Dan Aykroyd, Gail O'Grady, Christopher McDonald",/5P3p9I2ADnTbBdIAl4ZUeUXGuIi.jpg,/90VhKNMbZpv3VvcFWsYywM1pVlk.jpg
711,Flipper (1996),Adventure|Children,Alan Shapiro,"Elijah Wood, Paul Hogan, Jonathan Banks, Robert Deacon, Chelsea Field",/c3KEzecZ5oE6CpSrWX6wCLrBJbf.jpg,/750Uayj0Bww4QfqMUJCymW3EJkC.jpg
714,Dead Man (1995),Drama|Mystery|Western,Jim Jarmusch,"Johnny Depp, Gary Farmer, Crispin Glover, Lance Henriksen, Michael Wincott",/jX3wGBVoYoAY3IixBpwYk1fjT4z.jpg,/a7DtgKB187dUm9n81IlvNzVXsK1.jpg
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,Jean-Paul Rappeneau,"Juliette Binoche, Olivier Martinez, Pierre Arditi, François Cluzet, Jean Yanne",/tsmwnxi8hGXQTNVqBRCAVsfeGON.jpg,/5aXOJ5cpzodpZoTDe4NVL0kSkRl.jpg
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,Jean-Marie Poiré,"Jean Reno, Christian Clavier, Valérie Lemercier, Marie-Anne Chazel, Christian Bujeau",/hPCq0buG5PaXgKjzT2ktjrjlpbj.jpg,/tH7GoWIooWdKwF4GTUuIVc3pnnN.jpg
719,Multiplicity (1996),Comedy,Harold Ramis,"Michael Keaton, Andie MacDowell, Harris Yulin, Eugene Levy, Zack Duhame",/rlG2vi85uSEwWigVTtqDecVFTxR.jpg,/sihsl8L0G0RDIaKpQhNYQvIXJap.jpg
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Dave Alex Riddett; Nick Park; Peter Lord; Richard Starzak; Luis Cook; David Sproxton; Peter Peake,"Peter Sallis, Anne Reid",/tWkYclnnChwoMMBFECsEjd5hb77.jpg,
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,Brett Thompson,"Maila Nurmi, Dolores Fuller, Paul Marco, Bela Lugosi, Bela Lugosi Jr.",/gWbwYJIRisTiur9aqMQKSHkiGTB.jpg,/ewEIZ4n84WQFd3AKQAV9DAvJCVZ.jpg
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,Andrew Fleming,"Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich",/8bW2RdRkloYtEPhbQZN4wcdmJP4.jpg,/yAaAsbossCADVFdiqm8qAhd2gL0.jpg
725,"Great White Hype, The (1996)",Comedy,Reginald Hudlin,"Samuel L. Jackson, Jeff Goldblum, Peter Berg, Corbin Bernsen, Jon Lovitz",/yEPiu0mC4NqMHOoFLsC6CxQW34d.jpg,/sCo0Y61v00gqNMTJjPTkxLXwMLv.jpg
726,Last Dance (1996),Drama,Bruce Beresford,"Sharon Stone, Rob Morrow, Randy Quaid, Peter Gallagher, Jack Thompson",/hsMe9TYfPs1VfpZs9xVLZBVGcES.jpg,/fTt5XqCMc4o8v25Xc3YuWhuPZqM.jpg
728,Cold Comfort Farm (1995),Comedy,John Schlesinger,"Eileen Atkins, Kate Beckinsale, Sheila Burrell, Stephen Fry, Freddie Jones",/fkPm7MQhn3YqcRDM9qFDKNHiw7D.jpg,/h5D0kYyT6oyzxOU3LRNeSgAABCZ.jpg
731,Heaven's Prisoners (1996),Crime|Thriller,Phil Joanou,"Alec Baldwin, Kelly Lynch, Eric Roberts, Teri Hatcher, Mary Stuart Masterson",/yUWVNHA3dVc1CmxNIcXZWqbqWc8.jpg,/o8RG4fTO60r0btIiICIkRJ0t7jS.jpg
733,"Rock, The (1996)",Action|Adventure|Thriller,Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer, David Morse",/eBcoxveWzzXQrCrwWMGAROcqgpP.jpg,/qDVdTL1KqGmGLGsy7UPA3vksku7.jpg
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Michele Soavi,"Rupert Everett, François Hadji-Lazaro, Anna Falchi, Mickey Knox, Fabiana Formica",/cI5AV3jCuxmoQp0N7Z16SI2b7Xk.jpg,/fHPTQ18tuwtJ3JvrCeZMZs4X58Q.jpg
736,Twister (1996),Action|Adventure|Romance|Thriller,Jan de Bont,"Helen Hunt, Bill Paxton, Jami Gertz, Cary Elwes, Lois Smith",/d4ie3f6QTvNw40V770Uzo87SDZn.jpg,/5oCAo7LFj2x0yByfi5JYirGnK8I.jpg
737,Barb Wire (1996),Action|Sci-Fi,David Hogan,"Pamela Anderson, Temuera Morrison, Victoria Rowell, Jack Noseworthy, Udo Kier",/eACq1joafhQTD12gGXNS13J06B.jpg,/o7bxmFoHfEP5JiBzVYY5QgLiSfU.jpg
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Mamoru Oshii,"Atsuko Tanaka, Akio Otsuka, Iemasa Kayumi, Koichi Yamadera, Yutaka Nakano",/9gC88zYUBARRSThcG93MvW14sqx.jpg,/gTRXgigmgKpeJjW07iq686HZyBD.jpg
742,Thinner (1996),Horror|Thriller,Tom Holland,"Robert John Burke, Michael Constantine, Lucinda Jenney, Kari Wührer, John Horton",/qGj0B5yx9FPTjTKODOUzccjhG5F.jpg,/3xLT29KkCwLqRgRRtaUHGG6OaZ5.jpg
743,Spy Hard (1996),Comedy,Rick Friedberg,"Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden, Barry Bostwick",/yoegp9XEG4YCbJJKR0wvm0BGYpG.jpg,/yAzC0pV1e1BzXA5NyWsGsRggOM5.jpg
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Nick Park,"Peter Sallis, Anne Reid",/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,/aD8ZhhrlJ6PXDiyyIvaMltxfbSz.jpg
747,"Stupids, The (1996)",Comedy,John Landis,"Tom Arnold, Jessica Lundy, Bug Hall, Alex McKenna, Mark Metcalf",/uR0EPkE66y2DU21NOZAu6xtfpQL.jpg,/rNxqquM6jUrm9rIBGtHc2NevC7y.jpg
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,David Twohy,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Ron Silver, Teri Polo",/9Lah4ir0x3BHp1cXTEiDaaDVum1.jpg,/fqGjwh4vmWUD4luen26Wtaf6xdd.jpg
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens",/gHm96BRW4GoI339rF1vYoYTB6Qe.jpg,/7i0L2ee4Iy0aXV6vR5u1ZmblOrx.jpg
757,Ashes of Time (Dung che sai duk) (1994),Drama,Wong Kar-Wai,"Leslie Cheung, Brigitte Lin, Tony Leung Ka-fai, Carina Lau, Tony Leung Chiu-wai",/ciyEwAbvoMHPP3281cgSnfslu43.jpg,/smtzZRpE8hQkQNnhQg2TIRfcWcj.jpg
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Freida Lee Mock,"Maya Lin, Jan Scruggs, Robert Doubek, Vincent Scully, Grady Clay",/fqYvHdWNV84yF7zPV3ENHOZ2Jow.jpg,
760,Stalingrad (1993),Drama|War,Joseph Vilsmaier,"Dominique Horwitz, Thomas Kretschmann, Jochen Nickel, Sebastian Rudolph, Dana Vávrová",/hEHmXFMOBJv5c6Gd5m6mDiLAxsy.jpg,/mo2O5ESdB7PWnY3OBS9jjvjeskB.jpg
761,"Phantom, The (1996)",Action|Adventure,Simon Wincer,"Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones, James Remar",/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg,/jeVion38tN3JVaAB44EhiBSbXC1.jpg
762,Striptease (1996),Comedy|Crime,Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick",/4zMy6R7acotCmGoDk4sjzRtDwKn.jpg,/2T6zTAacQMCQo3T4AsuZmB1htlM.jpg
764,Heavy (1995),Drama|Romance,James Mangold,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Joe Grifasi",/xo2KsY7hOHDqpgYlDStL56zmgaq.jpg,/kqaIZ94OVxAdjsxh2i1GmTFliJd.jpg
765,Jack (1996),Comedy|Drama,Francis Ford Coppola,"Robin Williams, Diane Lane, Brian Kerwin, Jennifer Lopez, Bill Cosby",/9ZklgGqTljzg9VxzumbVOC1UKAs.jpg,/v9wC8Rf3RHYQ6yKO4yQAlQLHSA6.jpg
766,I Shot Andy Warhol (1996),Drama,Mary Harron,"Lili Taylor, Jared Harris, Martha Plimpton, Lothaire Bluteau, Anna Thomson",/8BLETXcQDxooKo8NubmmJ1psIhb.jpg,/5no2GArlFLbtgOkJ5qGUe59cqhE.jpg
773,Touki Bouki (1973),Drama,Djibril Diop Mambéty,"Magaye Niang, Myriam Niang, Christoph Colomb, Mustapha Ture, Aminata Fall",/kcBYKHyg9GcQqa6DWq0AuQDhtPI.jpg,/7DlEixaKiNJyK0tHri0AEUAQrk8.jpg
775,Spirits of the Dead (1968),Horror|Mystery,Louis Malle; Roger Vadim; Federico Fellini,"Brigitte Bardot, Alain Delon, Jane Fonda, Terence Stamp, Peter Fonda",/9HmCwfPG7URPSXSrmEAFN65VoWE.jpg,/s8h41U0rqM0PP6qCas8qzBtxeen.jpg
778,Trainspotting (1996),Comedy|Crime|Drama,Danny Boyle,"Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle",/1jUC02qsqS2NxBMFarbIhcQtazV.jpg,/dkfBKDUIWP1peEszdqK10MkMZCP.jpg
779,'Til There Was You (1997),Drama|Romance,Scott Winant,"Jeanne Tripplehorn, Dylan McDermott, Kale Browne, Alice Drummond, Sarah Jessica Parker",/ndbW89bKquf5gMXgncY2fCkrIa.jpg,/4qEnQSSv1WyeSN4TQSs89ic3ZQs.jpg
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell, Judd Hirsch",/p0BPQGSPoSa8Ml0DAf2mB2kCU0R.jpg,/uw4SnKFZ453Gxmj5XR5Susj8TNo.jpg
781,Stealing Beauty (1996),Drama,Bernardo Bertolucci,"Liv Tyler, Sinéad Cusack, Jeremy Irons, Jason Flemyng, Joseph Fiennes",/5ugxnyVmBK952bwOcE4M0szNimx.jpg,/bJFapHYlJIhXpfqH8uaNLtUxHwD.jpg
